addr,size,name,is_thunk,xref_count,calls_out,status
00506b20,206,FUN_00506b20,false,1,3,RAW-src
00506bf0,252,FUN_00506bf0,false,1,3,RAW-src
00506cf0,206,FUN_00506cf0,false,1,3,RAW-src
00506dc0,68,FUN_00506dc0,false,1,3,RAW-src
00506e10,85,FUN_00506e10,false,1,2,RAW-src
00506e70,182,FUN_00506e70,false,2,4,RAW-src
00506f30,48,FUN_00506f30,false,1,1,RAW-src
00506f60,72,FUN_00506f60,false,3,1,RAW-src
00507030,94,FUN_00507030,false,1,2,RAW-src
00507090,224,FUN_00507090,false,1,1,RAW-src
00507170,34,FUN_00507170,false,1,2,RAW-src
005071a0,368,FUN_005071a0,false,1,4,RAW-src
00507310,336,FUN_00507310,false,1,4,RAW-src
005074a0,440,FUN_005074a0,false,1,6,RAW-src
00507660,620,FUN_00507660,false,1,15,RAW-src
005078f0,892,FUN_005078f0,false,1,6,RAW-src
00507cc0,128,FUN_00507cc0,false,2,3,RAW-src
00507d50,97,FUN_00507d50,false,1,1,RAW-src
00507dc0,67,FUN_00507dc0,false,1,0,RAW-src
00507e10,30,FUN_00507e10,false,1,2,RAW-src
00507e30,109,FUN_00507e30,false,2,2,RAW-src
00507ea0,33,FUN_00507ea0,false,2,2,RAW-src
00507ee0,115,FUN_00507ee0,false,30,1,RAW-src
00507f60,140,FUN_00507f60,false,9,1,RAW-src
00507ff0,172,FUN_00507ff0,false,9,2,RAW-src
005080a0,237,FUN_005080a0,false,7,4,RAW-src
00508190,1557,FUN_00508190,false,1,12,RAW-src
005087b0,342,FUN_005087b0,false,1,8,RAW-src
00508910,314,FUN_00508910,false,1,8,RAW-src
00508a50,310,FUN_00508a50,false,1,8,RAW-src
00508b90,354,FUN_00508b90,false,1,10,RAW-src
00508d00,415,FUN_00508d00,false,3,10,RAW-src
00508ea0,400,FUN_00508ea0,false,1,10,RAW-src
00509030,223,FUN_00509030,false,5,6,RAW-src
00509110,331,FUN_00509110,false,6,6,RAW-src
00509260,367,FUN_00509260,false,2,9,RAW-src
005093e0,47,FUN_005093e0,false,1,0,RAW-src
00509410,223,FUN_00509410,false,1,6,RAW-src
005094f0,210,FUN_005094f0,false,1,5,RAW-src
005095d0,291,FUN_005095d0,false,2,7,RAW-src
00509700,47,FUN_00509700,false,2,0,RAW-src
00509730,80,FUN_00509730,false,6,1,RAW-src
00509780,349,FUN_00509780,false,1,7,RAW-src
005098e0,114,FUN_005098e0,false,1,3,RAW-src
00509960,76,FUN_00509960,false,5,0,RAW-src
005099b0,31,FUN_005099b0,false,1,0,RAW-src
005099d0,274,FUN_005099d0,false,1,6,RAW-src
00509af0,654,FUN_00509af0,false,1,10,RAW-src
00509d80,212,FUN_00509d80,false,1,5,RAW-src
00509e60,360,FUN_00509e60,false,1,7,RAW-src
00509fd0,88,FUN_00509fd0,false,6,2,RAW-src
0050a030,381,FUN_0050a030,false,1,8,RAW-src
0050a1b0,354,FUN_0050a1b0,false,1,10,RAW-src
0050a320,789,FUN_0050a320,false,1,13,RAW-src
0050a640,682,FUN_0050a640,false,1,7,RAW-src
0050a8f0,144,FUN_0050a8f0,false,1,3,RAW-src
0050a980,137,FUN_0050a980,false,1,4,RAW-src
0050ae40,4052,FUN_0050ae40,false,1,10,RAW-src
0050be20,3969,FUN_0050be20,false,1,10,RAW-src
0050cdb0,56,FUN_0050cdb0,false,2,0,RAW-src
0050cdf0,96,FUN_0050cdf0,false,4,3,RAW-src
0050ce60,396,FUN_0050ce60,false,2,8,RAW-src
0050cff0,294,FUN_0050cff0,false,1,5,RAW-src
0050d160,154,FUN_0050d160,false,1,1,RAW-src
0050d200,838,FUN_0050d200,false,1,6,RAW-src
0050d5a0,362,FUN_0050d5a0,false,1,3,RAW-src
0050d7a0,101,FUN_0050d7a0,false,1,2,RAW-src
0050d810,1065,FUN_0050d810,false,1,7,RAW-src
0050dc80,690,FUN_0050dc80,false,1,7,RAW-src
0050df40,144,FUN_0050df40,false,3,0,RAW-src
0050dfd0,118,FUN_0050dfd0,false,1,2,RAW-src
0050e050,54,FUN_0050e050,false,4,0,RAW-src
0050e090,380,FUN_0050e090,false,1,5,RAW-src
0050e2f0,90,FUN_0050e2f0,false,1,1,RAW-src
0050e350,78,FUN_0050e350,false,1,1,RAW-src
0050e3a0,120,FUN_0050e3a0,false,18,2,RAW-src
0050e420,152,FUN_0050e420,false,1,1,RAW-src
0050e4c0,86,FUN_0050e4c0,false,18,1,RAW-src
0050e520,49,FUN_0050e520,false,20,1,RAW-src
0050e560,183,FUN_0050e560,false,6,5,RAW-src
0050e620,68,FUN_0050e620,false,32,1,RAW-src
0050e670,80,FUN_0050e670,false,53,3,RAW-src
0050e6c0,112,FUN_0050e6c0,false,2,4,RAW-src
0050e730,81,FUN_0050e730,false,12,2,RAW-src
0050e790,53,FUN_0050e790,false,4,2,RAW-src
0050e7d0,72,FUN_0050e7d0,false,10,2,RAW-src
0050e820,59,FUN_0050e820,false,1,1,RAW-src
0050e870,99,FUN_0050e870,false,7,1,RAW-src
0050e8e0,99,FUN_0050e8e0,false,7,1,RAW-src
0050e950,99,FUN_0050e950,false,7,1,RAW-src
0050e9c0,131,FUN_0050e9c0,false,20,1,RAW-src
0050ea50,92,FUN_0050ea50,false,24,1,RAW-src
0050eab0,85,FUN_0050eab0,false,24,1,RAW-src
0050eb10,465,FUN_0050eb10,false,46,2,RAW-src
0050ecf0,56,FUN_0050ecf0,false,8,1,RAW-src
0050ed30,167,FUN_0050ed30,false,13,3,RAW-src
0050ede0,30,FUN_0050ede0,false,1,2,RAW-src
0050ee00,158,FUN_0050ee00,false,2,3,RAW-src
0050eea0,99,FUN_0050eea0,false,17,1,RAW-src
0050ef10,137,FUN_0050ef10,false,14,3,RAW-src
0050efa0,94,FUN_0050efa0,false,7,2,RAW-src
0050f000,31,FUN_0050f000,false,2,0,RAW-src
0050f020,54,FUN_0050f020,false,3,0,RAW-src
0050f060,233,FUN_0050f060,false,2,2,RAW-src
0050f150,84,FUN_0050f150,false,3,0,RAW-src
0050f1b0,54,FUN_0050f1b0,false,3,0,RAW-src
0050f1f0,54,FUN_0050f1f0,false,3,0,RAW-src
0050f230,47,FUN_0050f230,false,3,0,RAW-src
0050f260,47,FUN_0050f260,false,3,0,RAW-src
0050f290,141,FUN_0050f290,false,4,3,RAW-src
0050f350,49,FUN_0050f350,false,2,1,RAW-src
0050f390,80,FUN_0050f390,false,3,2,RAW-src
0050f3f0,111,FUN_0050f3f0,false,1,0,RAW-src
0050f500,231,FUN_0050f500,false,1,2,RAW-src
0050f5f0,100,FUN_0050f5f0,false,1,1,RAW-src
0050f660,264,FUN_0050f660,false,1,3,RAW-src
0050f770,66,FUN_0050f770,false,1,1,RAW-src
0050f840,67,FUN_0050f840,false,1,0,RAW-src
0050f890,20,FUN_0050f890,false,1,1,RAW-src
0050f8b0,1247,FUN_0050f8b0,false,4,4,RAW-src
0050fd90,180,FUN_0050fd90,false,1,0,RAW-src
0050fe50,571,FUN_0050fe50,false,1,0,RAW-src
005100a0,11837,FUN_005100a0,false,1,0,RAW-src
00512f80,1041,FUN_00512f80,false,2,4,RAW-src
005133a0,21,FUN_005133a0,false,2,0,RAW-src
00513850,168,FUN_00513850,false,1,0,RAW-src
00513900,2912,FUN_00513900,false,1,0,RAW-src
005144e0,476,FUN_005144e0,false,1,1,RAW-src
005146c0,648,FUN_005146c0,false,1,0,RAW-src
00514950,412,FUN_00514950,false,2,1,RAW-src
00514af0,102,FUN_00514af0,false,84,0,RAW-src
00514cc0,286,FUN_00514cc0,false,3,3,RAW-src
00514fc0,1118,FUN_00514fc0,false,3,3,RAW-src
00515420,1441,FUN_00515420,false,3,10,RAW-src
00515b90,2103,FUN_00515b90,false,1,1,RAW-src
005163d0,1002,FUN_005163d0,false,1,3,RAW-src
005167c0,269,FUN_005167c0,false,3,3,RAW-src
005168d0,94,FUN_005168d0,false,4,2,RAW-src
005169e0,94,FUN_005169e0,false,1,2,RAW-src
00516a40,94,FUN_00516a40,false,1,2,RAW-src
00516aa0,97,FUN_00516aa0,false,1,2,RAW-src
00516b10,94,FUN_00516b10,false,1,2,RAW-src
00516c20,94,FUN_00516c20,false,1,2,RAW-src
00516c80,94,FUN_00516c80,false,1,2,RAW-src
00516ce0,97,FUN_00516ce0,false,1,2,RAW-src
00516d50,92,FUN_00516d50,false,1,2,RAW-src
00516e60,92,FUN_00516e60,false,1,2,RAW-src
00516ec0,92,FUN_00516ec0,false,1,2,RAW-src
00516f20,95,FUN_00516f20,false,1,2,RAW-src
00516f80,94,FUN_00516f80,false,1,2,RAW-src
00517090,94,FUN_00517090,false,1,2,RAW-src
005170f0,94,FUN_005170f0,false,1,2,RAW-src
00517150,97,FUN_00517150,false,1,2,RAW-src
005171c0,94,FUN_005171c0,false,1,2,RAW-src
005172d0,94,FUN_005172d0,false,1,2,RAW-src
00517330,94,FUN_00517330,false,1,2,RAW-src
00517390,97,FUN_00517390,false,1,2,RAW-src
00517400,92,FUN_00517400,false,1,2,RAW-src
00517510,92,FUN_00517510,false,1,2,RAW-src
00517570,92,FUN_00517570,false,1,2,RAW-src
005175d0,95,FUN_005175d0,false,1,2,RAW-src
00517690,195,FUN_00517690,false,6,2,RAW-src
00517d00,6,FUN_00517d00,false,1,0,RAW-src
00517d10,44,FUN_00517d10,false,5,1,RAW-src
00517d40,820,FUN_00517d40,false,1,2,RAW-src
00518080,33,FUN_00518080,false,1,0,RAW-src
005180b0,19,FUN_005180b0,false,4,1,RAW-src
005180d0,6,FUN_005180d0,false,1,0,RAW-src
005180e0,6,FUN_005180e0,false,1,0,RAW-src
005180f0,6,FUN_005180f0,false,1,0,RAW-src
00518100,19,FUN_00518100,false,1,1,RAW-src
00518120,61,FUN_00518120,false,1,0,RAW-src
00518160,395,FUN_00518160,false,1,0,RAW-src
005182f0,550,FUN_005182f0,false,1,0,RAW-src
00518520,6,FUN_00518520,false,1,0,RAW-src
00518530,6,FUN_00518530,false,1,0,RAW-src
00518540,6,FUN_00518540,false,1,0,RAW-src
00518550,6,FUN_00518550,false,1,0,RAW-src
00518560,1010,FUN_00518560,false,1,3,RAW-src
00518960,1220,FUN_00518960,false,3,0,RAW-src
00518e30,1070,FUN_00518e30,false,1,0,RAW-src
00519260,650,FUN_00519260,false,1,1,RAW-src
005194f0,1456,FUN_005194f0,false,1,1,RAW-src
00519aa0,468,FUN_00519aa0,false,1,12,RAW-src
00519c80,617,FUN_00519c80,false,1,3,RAW-src
00519ef0,546,FUN_00519ef0,false,1,4,RAW-src
0051a120,265,FUN_0051a120,false,2,5,RAW-src
0051a230,495,FUN_0051a230,false,1,3,RAW-src
0051a420,6,FUN_0051a420,false,1,0,RAW-src
0051a430,19,FUN_0051a430,false,8,1,RAW-src
0051a450,19,FUN_0051a450,false,8,1,RAW-src
0051a470,469,FUN_0051a470,false,2,1,RAW-src
0051a650,251,FUN_0051a650,false,19,0,RAW-src
0051a750,338,FUN_0051a750,false,8,1,RAW-src
0051a8b0,321,FUN_0051a8b0,false,8,1,RAW-src
0051aa00,369,FUN_0051aa00,false,2,1,RAW-src
0051ab80,248,FUN_0051ab80,false,8,1,RAW-src
0051ac80,231,FUN_0051ac80,false,8,1,RAW-src
0051ad70,305,FUN_0051ad70,false,2,1,RAW-src
0051aeb0,24,FUN_0051aeb0,false,5,1,RAW-src
0051aed0,24,FUN_0051aed0,false,4,1,RAW-src
0051aef0,24,FUN_0051aef0,false,5,1,RAW-src
0051af10,24,FUN_0051af10,false,4,1,RAW-src
0051af30,24,FUN_0051af30,false,5,1,RAW-src
0051af50,24,FUN_0051af50,false,4,1,RAW-src
0051af70,24,FUN_0051af70,false,5,1,RAW-src
0051af90,24,FUN_0051af90,false,4,1,RAW-src
0051afb0,24,FUN_0051afb0,false,5,1,RAW-src
0051afd0,24,FUN_0051afd0,false,4,1,RAW-src
0051aff0,24,FUN_0051aff0,false,5,1,RAW-src
0051b010,24,FUN_0051b010,false,4,1,RAW-src
0051b030,1030,FUN_0051b030,false,1,0,RAW-src
0051b436,561,FUN_0051b436,false,1,0,RAW-src
0051b667,3841,FUN_0051b667,false,1,0,RAW-src
0051c568,245,FUN_0051c568,false,1,0,RAW-src
0051c660,6,FUN_0051c660,false,1,0,RAW-src
0051c670,6,FUN_0051c670,false,1,0,RAW-src
0051c680,12,FUN_0051c680,false,1,1,RAW-src
0051c690,12,FUN_0051c690,false,1,1,RAW-src
0051c6a0,408,FUN_0051c6a0,false,1,0,RAW-src
0051c93a,1802,FUN_0051c93a,false,1,0,RAW-src
0051d044,1850,FUN_0051d044,false,1,0,RAW-src
0051d780,869,FUN_0051d780,false,1,0,RAW-src
0051dae5,869,FUN_0051dae5,false,1,0,RAW-src
0051de4a,701,FUN_0051de4a,false,1,0,RAW-src
0051e107,701,FUN_0051e107,false,1,0,RAW-src
0051e3c4,869,FUN_0051e3c4,false,1,0,RAW-src
0051e729,869,FUN_0051e729,false,1,0,RAW-src
0051ea90,890,FUN_0051ea90,false,1,0,RAW-src
0051ee0a,890,FUN_0051ee0a,false,1,0,RAW-src
0051f184,722,FUN_0051f184,false,1,0,RAW-src
0051f456,722,FUN_0051f456,false,1,0,RAW-src
0051f728,890,FUN_0051f728,false,1,0,RAW-src
0051faa2,890,FUN_0051faa2,false,1,0,RAW-src
0051fe1c,29,RemoveAll,false,1,1,EXCLUDED-msvc-crt-atl
0051fe39,39,operator[],false,1,1,EXCLUDED-msvc-crt-atl
0051fe60,23,~CComCritSecLock<ATL::CComCriticalSection>,false,1,1,EXCLUDED-msvc-crt-atl
0051fe77,26,_ATL_BASE_MODULE70,false,1,1,EXCLUDED-msvc-crt-atl
0051fe91,22,~CAtlBaseModule,false,1,2,EXCLUDED-msvc-crt-atl
0051fea7,78,GetHInstanceAt,false,2,3,EXCLUDED-msvc-crt-atl
0051fef5,171,CAtlBaseModule,false,1,5,EXCLUDED-msvc-crt-atl
0051ffa0,27,~CWin32Heap,false,2,1,EXCLUDED-msvc-crt-atl
0052001b,28,`scalar_deleting_destructor',false,1,2,EXCLUDED-msvc-crt-atl
00520037,47,CAtlStringMgr,false,1,0,EXCLUDED-msvc-crt-atl
0052009c,58,Allocate,false,1,0,EXCLUDED-msvc-crt-atl
00520110,16,FUN_00520110,false,1,1,EXCLUDED-msvc-crt-atl
00520120,50,FUN_00520120,false,2,1,EXCLUDED-msvc-crt-atl
005201a0,38,~_com_error,false,0,1,EXCLUDED-msvc-crt-atl
005201d0,58,`scalar_deleting_destructor',false,1,2,EXCLUDED-msvc-crt-atl
0052020a,6,ImmGetContext,true,4,0,EXCLUDED-msvc-crt-atl
00520210,6,ImmGetCompositionStringA,true,1,0,EXCLUDED-msvc-crt-atl
00520216,6,ImmDisableIME,true,1,0,EXCLUDED-msvc-crt-atl
0052021c,6,ImmSetCompositionWindow,true,2,0,EXCLUDED-msvc-crt-atl
00520222,6,ImmGetOpenStatus,true,1,0,EXCLUDED-msvc-crt-atl
00520228,5,operator_new,true,29,0,EXCLUDED-msvc-crt-atl
0052022d,36,operator_new,false,241,3,EXCLUDED-msvc-crt-atl
00520251,63,FUN_00520251,false,2,4,EXCLUDED-msvc-crt-atl
00520291,63,FUN_00520291,false,2,4,EXCLUDED-msvc-crt-atl
005202d1,11,FUN_005202d1,false,2,1,EXCLUDED-msvc-crt-atl
005202dc,28,FUN_005202dc,false,1,2,EXCLUDED-msvc-crt-atl
00520310,96,FUN_00520310,false,1,4,EXCLUDED-msvc-crt-atl
00520380,24,FUN_00520380,false,2,1,EXCLUDED-msvc-crt-atl
005203a0,325,FUN_005203a0,false,0,5,EXCLUDED-msvc-crt-atl
005204f0,24,FUN_005204f0,false,1,1,EXCLUDED-msvc-crt-atl
00520550,424,FUN_00520550,false,0,9,EXCLUDED-msvc-crt-atl
00520700,205,FUN_00520700,false,1,6,EXCLUDED-msvc-crt-atl
005207d0,4334,FUN_005207d0,false,1,51,EXCLUDED-msvc-crt-atl
005218c0,101,FUN_005218c0,false,148,0,EXCLUDED-msvc-crt-atl
00521a90,351,FUN_00521a90,false,92,8,EXCLUDED-msvc-crt-atl
00521bf0,149,FUN_00521bf0,false,1,4,EXCLUDED-msvc-crt-atl
00521c90,78,FUN_00521c90,false,6,2,EXCLUDED-msvc-crt-atl
00521ce0,133,FUN_00521ce0,false,2,2,EXCLUDED-msvc-crt-atl
00521d70,79,FUN_00521d70,false,1,1,EXCLUDED-msvc-crt-atl
00521ea0,751,FUN_00521ea0,false,2,10,EXCLUDED-msvc-crt-atl
00522190,220,FUN_00522190,false,0,7,EXCLUDED-msvc-crt-atl
00522270,180,FUN_00522270,false,1,5,EXCLUDED-msvc-crt-atl
00522330,250,FUN_00522330,false,1,8,EXCLUDED-msvc-crt-atl
00522430,308,FUN_00522430,false,2,9,EXCLUDED-msvc-crt-atl
00522570,670,FUN_00522570,false,14,6,EXCLUDED-msvc-crt-atl
00522880,1470,FUN_00522880,false,1,21,EXCLUDED-msvc-crt-atl
00522e40,218,FUN_00522e40,false,2,3,EXCLUDED-msvc-crt-atl
00522f20,219,FUN_00522f20,false,4,4,EXCLUDED-msvc-crt-atl
00523000,228,FUN_00523000,false,4,5,EXCLUDED-msvc-crt-atl
005230f0,288,FUN_005230f0,false,1,8,EXCLUDED-msvc-crt-atl
00523210,586,FUN_00523210,false,1,5,EXCLUDED-msvc-crt-atl
00523460,207,FUN_00523460,false,1,2,EXCLUDED-msvc-crt-atl
00523530,2700,FUN_00523530,false,1,16,EXCLUDED-msvc-crt-atl
00523fc0,249,FUN_00523fc0,false,6,3,EXCLUDED-msvc-crt-atl
005240c0,101,FUN_005240c0,false,3,1,EXCLUDED-msvc-crt-atl
00524130,71,FUN_00524130,false,1,1,EXCLUDED-msvc-crt-atl
00524180,5,thunk_FUN_00524360,true,1,0,EXCLUDED-msvc-crt-atl
00524190,306,FUN_00524190,false,1,6,EXCLUDED-msvc-crt-atl
005242d0,143,FUN_005242d0,false,1,4,EXCLUDED-msvc-crt-atl
00524360,159,FUN_00524360,false,1,5,EXCLUDED-msvc-crt-atl
00524400,726,FUN_00524400,false,1,6,EXCLUDED-msvc-crt-atl
005246e0,78,FUN_005246e0,false,1,1,EXCLUDED-msvc-crt-atl
00524730,108,FUN_00524730,false,1,4,EXCLUDED-msvc-crt-atl
005247a0,1034,FUN_005247a0,false,5,16,EXCLUDED-msvc-crt-atl
00524bb0,708,FUN_00524bb0,false,1,13,EXCLUDED-msvc-crt-atl
00524e80,112,FUN_00524e80,false,4,3,EXCLUDED-msvc-crt-atl
00524ef0,384,FUN_00524ef0,false,2,4,EXCLUDED-msvc-crt-atl
00525070,65,FUN_00525070,false,4,0,EXCLUDED-msvc-crt-atl
005250c0,104,_free,false,185,7,EXCLUDED-msvc-crt-atl
00525113,9,FUN_00525113,false,1,1,EXCLUDED-msvc-crt-atl
00525131,111,__heap_alloc,false,1,6,EXCLUDED-msvc-crt-atl
005251a3,9,FUN_005251a3,false,1,1,EXCLUDED-msvc-crt-atl
005251ac,44,__nh_malloc,false,1,2,EXCLUDED-msvc-crt-atl
005251d8,18,_malloc,false,63,1,EXCLUDED-msvc-crt-atl
005251ea,227,__resetstkoflw,false,0,5,EXCLUDED-msvc-crt-atl
005252cd,128,__onexit_lk,false,1,2,EXCLUDED-msvc-crt-atl
0052534d,40,___onexitinit,false,2,1,EXCLUDED-msvc-crt-atl
00525375,50,__onexit,false,1,5,EXCLUDED-msvc-crt-atl
005253a7,6,FUN_005253a7,false,1,1,EXCLUDED-msvc-crt-atl
005253ad,18,_atexit,false,61,1,EXCLUDED-msvc-crt-atl
005253bf,61,~type_info,false,1,5,EXCLUDED-msvc-crt-atl
005253fc,9,FUN_005253fc,false,1,1,EXCLUDED-msvc-crt-atl
00525405,28,`scalar_deleting_destructor',false,1,2,EXCLUDED-msvc-crt-atl
00525421,5,_free,true,38,0,EXCLUDED-msvc-crt-atl
00525426,47,__ArrayUnwind,false,2,2,EXCLUDED-msvc-crt-atl
00525484,72,`eh_vector_destructor_iterator',false,55,3,EXCLUDED-msvc-crt-atl
005254cc,24,FUN_005254cc,false,1,1,EXCLUDED-msvc-crt-atl
005254e4,74,`eh_vector_constructor_iterator',false,52,3,EXCLUDED-msvc-crt-atl
0052552e,24,FUN_0052552e,false,1,1,EXCLUDED-msvc-crt-atl
00525546,5,_free,true,211,0,EXCLUDED-msvc-crt-atl
0052554b,147,__mbsnbcpy,false,2,3,EXCLUDED-msvc-crt-atl
005255de,88,_sprintf,false,249,2,EXCLUDED-msvc-crt-atl
00525636,331,__mbsicmp,false,10,4,EXCLUDED-msvc-crt-atl
00525790,672,_memmove,false,38,0,EXCLUDED-msvc-crt-atl
00525ae1,61,__endthread,false,6,6,EXCLUDED-msvc-crt-atl
00525b1f,134,FUN_00525b1f,false,1,6,EXCLUDED-msvc-crt-atl
00525bb1,145,__beginthread,false,7,8,EXCLUDED-msvc-crt-atl
00525c42,13,FUN_00525c42,false,2,1,EXCLUDED-msvc-crt-atl
00525c4f,34,_rand,false,882,1,EXCLUDED-msvc-crt-atl
00525c71,136,_atol,false,5,3,EXCLUDED-msvc-crt-atl
00525cf9,5,_atol,true,21,0,EXCLUDED-msvc-crt-atl
00525cfe,148,__mbscmp,false,1,3,EXCLUDED-msvc-crt-atl
00525d92,17,FUN_00525d92,false,1,0,EXCLUDED-msvc-crt-atl
00525da3,61,exception,false,1,3,EXCLUDED-msvc-crt-atl
00525de0,74,exception,false,2,3,EXCLUDED-msvc-crt-atl
00525e2a,22,~exception,false,3,1,EXCLUDED-msvc-crt-atl
00525e4d,28,FUN_00525e4d,false,1,2,EXCLUDED-msvc-crt-atl
00525e69,52,_sscanf,false,2,2,EXCLUDED-msvc-crt-atl
00525ea0,139,FUN_00525ea0,false,5,0,EXCLUDED-msvc-crt-atl
00525f26,42,FUN_00525f26,false,3,3,EXCLUDED-msvc-crt-atl
00525f50,82,__fsopen,false,1,6,EXCLUDED-msvc-crt-atl
00525fa2,10,FUN_00525fa2,false,1,1,EXCLUDED-msvc-crt-atl
00525fac,19,FUN_00525fac,false,5,1,EXCLUDED-msvc-crt-atl
00525fbf,263,__fwrite_lk,false,1,4,EXCLUDED-msvc-crt-atl
005260c6,66,_fwrite,false,15,5,EXCLUDED-msvc-crt-atl
00526108,10,FUN_00526108,false,1,1,EXCLUDED-msvc-crt-atl
00526112,76,__fclose_lk,false,1,4,EXCLUDED-msvc-crt-atl
0052615e,70,_fclose,false,9,5,EXCLUDED-msvc-crt-atl
005261a7,8,FUN_005261a7,false,1,1,EXCLUDED-msvc-crt-atl
005261af,233,__fread_lk,false,1,3,EXCLUDED-msvc-crt-atl
00526298,66,_fread,false,6,5,EXCLUDED-msvc-crt-atl
005262da,10,FUN_005262da,false,1,1,EXCLUDED-msvc-crt-atl
005262e4,354,__ftell_lk,false,2,2,EXCLUDED-msvc-crt-atl
00526446,55,_ftell,false,3,5,EXCLUDED-msvc-crt-atl
0052647d,10,FUN_0052647d,false,1,1,EXCLUDED-msvc-crt-atl
00526487,143,__fseek_lk,false,1,4,EXCLUDED-msvc-crt-atl
00526516,63,_fseek,false,6,5,EXCLUDED-msvc-crt-atl
00526555,10,FUN_00526555,false,1,1,EXCLUDED-msvc-crt-atl
0052655f,384,_localtime,false,2,3,EXCLUDED-msvc-crt-atl
005266e0,106,shortsort,false,1,0,EXCLUDED-msvc-crt-atl
00526750,643,_qsort,false,1,1,EXCLUDED-msvc-crt-atl
005269d3,32,__store_str,false,1,0,EXCLUDED-msvc-crt-atl
005269f3,121,__store_num,false,1,0,EXCLUDED-msvc-crt-atl
00526a6c,614,__expandtime,false,2,4,EXCLUDED-msvc-crt-atl
00526cd2,1139,__store_winword,false,2,8,EXCLUDED-msvc-crt-atl
0052715c,197,__Strftime_mt,false,1,1,EXCLUDED-msvc-crt-atl
00527221,50,__Strftime,false,1,3,EXCLUDED-msvc-crt-atl
00527253,27,_strftime,false,1,1,EXCLUDED-msvc-crt-atl
0052726e,57,FID_conflict:__time32,false,11,2,EXCLUDED-msvc-crt-atl
00527360,292,_strncpy,false,24,0,EXCLUDED-msvc-crt-atl
00527484,201,___toupper_mt,false,1,2,EXCLUDED-msvc-crt-atl
0052754d,34,_toupper,false,1,3,EXCLUDED-msvc-crt-atl
0052756f,67,_clock,false,1,3,EXCLUDED-msvc-crt-atl
005275b2,55,___inittime,false,1,2,EXCLUDED-msvc-crt-atl
005275e9,412,_realloc,false,5,14,EXCLUDED-msvc-crt-atl
00527751,9,FUN_00527751,false,1,1,EXCLUDED-msvc-crt-atl
00527796,34,__amsg_exit,false,11,3,EXCLUDED-msvc-crt-atl
005277bb,33,fast_error_exit,false,2,3,EXCLUDED-msvc-crt-atl
005277df,426,entry,false,2,21,EXCLUDED-msvc-crt-atl
005279b4,1,FUN_005279b4,false,4,0,EXCLUDED-msvc-crt-atl
005279b5,56,FUN_005279b5,false,1,0,EXCLUDED-msvc-crt-atl
005279ed,30,__fpmath,false,2,3,EXCLUDED-msvc-crt-atl
00527a10,72,_pow,false,10,2,EXCLUDED-msvc-crt-atl
00527ca0,20,FUN_00527ca0,false,0,2,EXCLUDED-msvc-crt-atl
00527cb4,9,FUN_00527cb4,false,8,1,EXCLUDED-msvc-crt-atl
00527cbd,145,FUN_00527cbd,false,1,3,EXCLUDED-msvc-crt-atl
00527d50,72,FID_conflict:_cos,false,5,2,EXCLUDED-msvc-crt-atl
00527e6a,177,_fabs,false,3,4,EXCLUDED-msvc-crt-atl
00527f20,20,FUN_00527f20,false,0,2,EXCLUDED-msvc-crt-atl
00527f34,9,FUN_00527f34,false,5,1,EXCLUDED-msvc-crt-atl
00527f3d,157,FUN_00527f3d,false,1,4,EXCLUDED-msvc-crt-atl
00527fe0,20,FUN_00527fe0,false,0,2,EXCLUDED-msvc-crt-atl
00527ff4,9,FUN_00527ff4,false,7,1,EXCLUDED-msvc-crt-atl
00527ffd,158,FUN_00527ffd,false,1,3,EXCLUDED-msvc-crt-atl
0052808e,41,report_failure,false,1,3,EXCLUDED-msvc-crt-atl
005280bf,14,__security_check_cookie,false,26,1,EXCLUDED-msvc-crt-atl
005280d0,96,_memset,false,9,0,EXCLUDED-msvc-crt-atl
00528130,59,__SEH_prolog,false,55,0,EXCLUDED-msvc-crt-atl
0052816b,17,__SEH_epilog,false,50,0,EXCLUDED-msvc-crt-atl
0052826a,27,__seh_longjmp_unwind@4,false,0,1,EXCLUDED-msvc-crt-atl
00528288,32,__global_unwind2,false,1,1,EXCLUDED-msvc-crt-atl
005282ca,104,__local_unwind2,false,7,1,EXCLUDED-msvc-crt-atl
00528332,35,__abnormal_termination,false,1,0,EXCLUDED-msvc-crt-atl
00528355,9,__NLG_Notify1,false,2,0,EXCLUDED-msvc-crt-atl
0052835e,24,FUN_0052835e,false,2,0,EXCLUDED-msvc-crt-atl
00528380,61,__chkstk,false,90,0,EXCLUDED-msvc-crt-atl
005283bd,43,_JumpToContinuation,false,1,0,EXCLUDED-msvc-crt-atl
005283ed,7,FID_conflict:_CallMemberFunction1,false,3,0,EXCLUDED-msvc-crt-atl
005283f4,82,_UnwindNestedFrames,false,2,1,EXCLUDED-msvc-crt-atl
00528446,54,___CxxFrameHandler,false,220,1,EXCLUDED-msvc-crt-atl
005284b7,199,_CallSETranslator,false,2,1,EXCLUDED-msvc-crt-atl
0052857e,175,TranslatorGuardHandler,false,1,3,EXCLUDED-msvc-crt-atl
00528630,122,_GetRangeOfTrysToCheck,false,2,1,EXCLUDED-msvc-crt-atl
005286aa,40,_CreateFrameInfo,false,1,1,EXCLUDED-msvc-crt-atl
005286d2,33,IsExceptionObjectToBeDestroyed,false,1,1,EXCLUDED-msvc-crt-atl
